52.23472;21.113497;9:18:59;521;9
52.226313;21.14655;9:19:03;521;10
52.1594;21.204879;9:19:03;521;12
52.21267;21.15993;9:19:03;521;8
52.2253;20.990435;9:18:57;521;1
52.243303;21.098119;9:18:59;521;2
52.218537;20.984698;9:19:04;521;6
52.236673;21.121175;9:18:51;521;5
52.159378;21.20455;9:18:59;521;4
52.211795;21.160883;9:19:00;521;3
52.234465;21.113496;9:19:14;521;9
52.226467;21.146308;9:19:13;521;10
52.159401;21.204899;9:19:13;521;12
52.211561;21.16105;9:19:13;521;8
52.225283;20.990425;9:19:07;521;1
52.243737;21.09625;9:19:09;521;2
52.159381;21.204554;9:19:09;521;4
52.212945;21.159675;9:19:10;521;3
52.23444;21.113521;9:19:24;521;9
52.226758;21.146056;9:19:23;521;10
52.159607;21.204847;9:19:23;521;12
52.210109;21.162455;9:19:23;521;8
52.225263;20.990391;9:19:22;521;1
52.244452;21.092835;9:19:24;521;2
52.218688;20.984825;9:19:20;521;6
52.234893;21.125288;9:19:22;521;5
52.159387;21.204556;9:19:24;521;4
52.213997;21.158674;9:19:23;521;3
52.234387;21.113595;9:19:34;521;9
52.226942;21.14587;9:19:32;521;10
52.159795;21.20511;9:19:33;521;12
52.209622;21.162916;9:19:33;521;8
52.225123;20.989614;9:19:32;521;1
52.244915;21.090455;9:19:34;521;2
52.21947;20.984973;9:19:35;521;6
52.234653;21.125718;9:19:38;521;5
52.159394;21.204547;9:19:34;521;4
52.214612;21.158139;9:19:33;521;3
52.234274;21.113805;9:19:44;521;9
52.227054;21.145699;9:19:42;521;10
52.160109;21.206511;9:19:43;521;12
52.209477;21.163071;9:19:43;521;8
52.224703;20.988397;9:19:41;521;1
52.245149;21.088226;9:19:44;521;2
52.21947;20.984973;9:19:35;521;6
52.234653;21.125718;9:19:38;521;5
52.159392;21.204548;9:19:44;521;4
52.214661;21.158077;9:19:42;521;3
52.234274;21.113805;9:19:44;521;9
52.227054;21.145699;9:19:42;521;10
52.160109;21.206511;9:19:43;521;12
52.209477;21.163071;9:19:43;521;8
52.224703;20.988397;9:19:41;521;1
52.245149;21.088226;9:19:44;521;2
52.21947;20.984973;9:19:35;521;6
52.234653;21.125718;9:19:38;521;5
52.159392;21.204548;9:19:44;521;4
52.214661;21.158077;9:19:42;521;3
52.234261;21.113824;9:19:54;521;9
52.227179;21.1453;9:19:57;521;10
52.160552;21.20883;9:19:58;521;12
52.208987;21.163589;9:19:58;521;8
52.224251;20.987986;9:19:52;521;1
52.245284;21.08623;9:19:54;521;2
52.219867;20.984637;9:19:51;521;6
52.234377;21.126295;9:19:54;521;5
52.159391;21.204555;9:19:54;521;4
